Activo,Género,Ciudadano_65+,Pareja,Dependientes,Meses_Contrato,Servicio_Teléfono,Varias_Líneas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,Streaming_TV,Streaming_Películas,Contrato,Factura_Electrónica,Método_Pago,Cargos_Mensuales,Cargo_Total,ID,Cargos_Diarios,Bucket_Tenure
0,Male,0,False,False,3,True,0,DSL,0,0,0,1,0,0,Month-to-month,True,Mailed check,50.5,147.75,1763-WQFUK,1.68,0-6
0,Male,0,False,True,66,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Credit card (automatic),19.95,1269.1,1764-VUUMT,0.66,60+
0,Male,0,False,False,29,True,1,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,84.9,2516.2,1766-GKNMI,2.83,25-36
,Male,1,False,False,34,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,False,Credit card (automatic),69.15,2275.1,1766-UMRDB,2.31,25-36
0,Male,0,False,False,66,True,1,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,25.1,1697.7,1767-CJKBA,0.84,60+
0,Female,0,True,True,8,True,0,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,45.45,411.75,1767-TGTKO,1.52,7-12
0,Female,1,False,False,45,True,1,DSL,1,0,0,1,0,1,Month-to-month,True,Electronic check,70.05,3062.45,1768-HNVGJ,2.34,37-60
1,Female,1,False,False,1,False,-1,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,25.2,25.2,1768-ZAIFU,0.84,0-6
0,Female,0,False,False,18,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,71.1,1247.75,1769-GRUIK,2.37,13-24
1,Male,1,True,False,29,True,1,Fiber optic,0,1,1,0,0,1,Month-to-month,True,Electronic check,95.9,2745.2,1771-OADNZ,3.2,25-36
0,Male,0,True,True,72,True,1,DSL,1,1,1,1,1,1,Two year,False,Credit card (automatic),89.85,6562.9,1775-KWJKQ,2.99,60+
0,Female,0,True,True,34,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Bank transfer (automatic),20.1,682.1,1776-SPBWV,0.67,25-36
0,Male,0,False,False,2,False,-1,DSL,0,0,0,0,0,0,Month-to-month,False,Mailed check,24.3,38.45,1777-JYQPJ,0.81,0-6
0,Female,1,True,False,72,True,1,Fiber optic,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),114.65,8333.95,1779-PWPMG,3.82,60+
0,Female,0,False,False,10,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,True,Mailed check,20.55,187.35,1784-BXEFA,0.68,7-12
0,Male,0,True,False,51,True,1,Fiber optic,0,1,1,0,1,1,One year,True,Bank transfer (automatic),106.8,5498.8,1784-EZDKJ,3.56,37-60
0,Male,0,True,True,28,True,0,Fiber optic,0,0,1,0,1,0,Month-to-month,False,Electronic check,85.45,2289.9,1785-BPHTP,2.85,25-36
0,Female,0,False,False,13,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Mailed check,20.4,261.3,1790-NESIO,0.68,13-24
0,Female,0,False,True,2,True,0,DSL,1,0,0,0,0,1,Month-to-month,True,Credit card (automatic),61.2,125.95,1791-PQHBB,2.04,0-6
1,Female,1,False,False,17,True,0,Fiber optic,0,1,1,0,1,0,Month-to-month,True,Electronic check,89.15,1496.9,1792-UXAFY,2.97,13-24
1,Female,0,False,False,1,True,0,DSL,1,0,0,0,0,0,Month-to-month,True,Credit card (automatic),48.6,48.6,1794-HBQTJ,1.62,0-6
0,Male,0,True,True,15,True,1,DSL,0,0,1,1,0,0,Month-to-month,True,Bank transfer (automatic),59.65,867.1,1794-SWWKL,1.99,13-24
0,Female,0,False,False,2,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.95,38.15,1796-JANOW,0.66,0-6
0,Female,0,False,False,12,True,0,DSL,0,1,0,1,0,0,Month-to-month,True,Electronic check,54.3,654.5,1803-BGNBD,1.81,7-12
1,Female,0,False,True,5,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Mailed check,46.0,221.7,1809-DMJHQ,1.53,0-6
0,Male,0,True,False,51,True,1,Fiber optic,1,1,0,0,0,1,One year,True,Credit card (automatic),96.4,4911.05,1810-BOHSY,3.21,37-60
0,Male,0,True,True,30,True,1,DSL,1,1,1,1,0,0,Month-to-month,False,Electronic check,67.6,2000.2,1810-MVMAI,2.25,25-36
0,Female,0,True,True,64,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Bank transfer (automatic),19.8,1336.65,1813-JLKWR,0.66,60+
0,Female,0,True,False,72,True,1,Fiber optic,1,0,0,0,0,0,Two year,False,Bank transfer (automatic),80.45,5737.6,1813-JYWTO,2.68,60+
0,Female,0,False,False,5,True,1,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,25.45,134.75,1814-DKOLC,0.85,0-6
0,Male,0,True,True,72,False,-1,DSL,1,0,1,1,1,0,Two year,False,Mailed check,48.9,3527.0,1814-WFGVS,1.63,60+
0,Male,0,False,False,1,False,-1,DSL,0,0,0,1,0,0,Month-to-month,False,Mailed check,29.15,29.15,1816-FLZDK,0.97,0-6
0,Female,0,False,False,27,True,0,Fiber optic,0,0,1,1,0,1,Month-to-month,True,Electronic check,89.2,2383.6,1818-ESQMW,2.97,25-36
0,Female,0,True,True,72,True,1,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),24.05,1709.15,1820-DJFPH,0.8,60+
1,Male,0,False,False,1,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,69.55,69.55,1820-TQVEV,2.32,0-6
0,Male,0,False,False,30,True,0,DSL,1,0,1,0,0,0,Two year,True,Mailed check,55.65,1653.85,1821-BUCWY,1.86,25-36
0,Male,0,True,True,65,True,1,Fiber optic,1,1,1,1,0,0,Two year,False,Credit card (automatic),94.55,6078.75,1830-GGFNM,3.15,60+
0,Female,0,True,True,61,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Credit card (automatic),19.75,1311.6,1830-IPXVJ,0.66,60+
0,Male,0,True,True,62,True,1,Fiber optic,0,0,1,0,1,0,Two year,True,Credit card (automatic),89.1,5411.65,1832-PEUTS,2.97,60+
0,Male,0,True,False,45,True,1,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Bank transfer (automatic),107.75,4882.8,1833-TCXKK,3.59,37-60
1,Female,1,False,False,1,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,74.2,74.2,1833-VGRUM,2.47,0-6
0,Female,0,True,True,52,True,0,DSL,0,0,1,0,0,0,One year,True,Bank transfer (automatic),50.95,2610.65,1834-ABKHQ,1.7,37-60
0,Male,0,True,True,24,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Mailed check,20.25,439.75,1834-WULEG,0.68,13-24
0,Female,0,False,False,70,False,-1,DSL,1,0,1,1,1,1,Two year,True,Bank transfer (automatic),58.35,4214.25,1837-YQUCE,1.94,60+
0,Female,0,True,True,39,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),19.85,854.8,1839-FBNFR,0.66,37-60
0,Male,0,False,False,42,True,1,No,-1,-1,-1,-1,-1,-1,One year,False,Electronic check,25.05,949.85,1839-UMACK,0.84,37-60
0,Male,0,False,False,20,True,1,DSL,0,1,0,1,1,0,One year,True,Electronic check,68.7,1416.2,1840-BIUOG,2.29,13-24
0,Male,0,True,False,72,True,1,Fiber optic,1,1,0,1,1,1,Two year,True,Credit card (automatic),109.95,7852.4,1841-YSJGV,3.66,60+
1,Male,0,True,True,50,True,1,Fiber optic,0,1,0,1,1,1,Month-to-month,False,Electronic check,103.7,5071.05,1842-EZJMK,3.46,37-60
0,Female,0,True,True,13,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,20.85,272.35,1843-TLSGD,0.7,13-24
0,Female,1,True,True,22,True,1,Fiber optic,0,0,0,0,1,0,Month-to-month,False,Bank transfer (automatic),85.35,1961.6,1845-CSBRZ,2.84,13-24
0,Male,0,False,False,1,True,0,DSL,0,1,0,0,0,0,Month-to-month,True,Mailed check,50.15,50.15,1845-ZLLIG,1.67,0-6
1,Female,1,False,False,1,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,70.15,70.15,1846-XWOQN,2.34,0-6
0,Female,0,True,False,7,True,0,DSL,1,0,0,0,0,0,Month-to-month,True,Bank transfer (automatic),50.3,355.1,1848-LBZHY,1.68,7-12
0,Female,0,False,False,8,True,0,DSL,1,0,0,0,1,0,Month-to-month,True,Electronic check,60.0,487.75,1849-RJYIG,2.0,7-12
0,Male,0,False,True,8,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.35,178.7,1850-AKQEP,0.68,7-12
0,Male,0,True,True,64,True,1,No,-1,-1,-1,-1,-1,-1,Two year,True,Mailed check,24.8,1514.85,1852-QSWCD,0.83,60+
0,Male,0,False,False,22,True,1,DSL,1,1,1,0,0,0,Month-to-month,False,Mailed check,65.05,1427.55,1852-XEMDW,2.17,13-24
0,Female,0,False,False,26,False,-1,DSL,0,0,1,0,1,1,Month-to-month,True,Credit card (automatic),50.35,1277.5,1853-ARAAQ,1.68,25-36
1,Male,0,True,True,1,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,70.0,70.0,1853-UDXBW,2.33,0-6
0,Male,0,True,False,31,True,0,Fiber optic,0,0,1,0,1,1,One year,True,Electronic check,93.8,2939.8,1855-AGAWH,3.13,25-36
0,Female,1,False,False,4,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.05,91.45,1855-CFULU,0.67,0-6
0,Female,0,True,True,48,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Bank transfer (automatic),20.65,1057.0,1862-QRWPE,0.69,37-60
1,Female,1,True,False,40,False,-1,DSL,0,1,0,0,1,0,Month-to-month,True,Electronic check,39.3,1637.4,1862-SKORY,1.31,37-60
0,Female,0,True,False,71,False,-1,DSL,1,1,1,1,1,1,One year,False,Bank transfer (automatic),66.8,4689.15,1866-DIOQZ,2.23,60+
0,Female,0,False,False,36,True,0,DSL,1,1,1,1,0,1,One year,True,Mailed check,75.55,2680.15,1866-NXPSP,2.52,25-36
0,Male,0,True,True,1,True,0,Fiber optic,0,1,0,0,0,0,Month-to-month,False,Credit card (automatic),74.6,74.6,1866-OBPNR,2.49,0-6
1,Male,1,False,False,41,True,1,Fiber optic,0,0,1,0,1,1,Month-to-month,True,Electronic check,98.4,4187.75,1866-RZZQS,3.28,37-60
0,Male,0,False,False,21,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Credit card (automatic),20.5,402.85,1866-ZSLJM,0.68,13-24
1,Male,0,True,True,11,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,74.35,834.2,1867-BDVFH,2.48,7-12
,Male,0,True,True,19,True,1,Fiber optic,0,0,1,1,1,1,Month-to-month,False,Electronic check,103.3,2012.7,1867-RAWZK,3.44,13-24
0,Female,0,False,False,58,True,1,Fiber optic,1,0,0,0,0,0,Month-to-month,True,Bank transfer (automatic),79.8,4526.85,1867-TJHTS,2.66,37-60
1,Male,0,True,False,12,True,0,Fiber optic,1,0,0,1,0,0,Month-to-month,False,Bank transfer (automatic),80.85,866.45,1871-MOWRM,2.7,7-12
0,Female,0,False,False,29,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Mailed check,20.35,617.35,1872-EBWSC,0.68,25-36
1,Female,0,True,False,2,True,1,Fiber optic,0,0,1,1,1,1,Month-to-month,True,Electronic check,104.4,242.8,1875-QIVME,3.48,0-6
0,Female,0,False,False,11,True,0,DSL,1,0,0,1,0,0,One year,True,Mailed check,54.6,617.85,1877-HKBQX,1.82,7-12
1,Male,1,True,False,69,True,1,Fiber optic,0,1,0,0,1,0,Month-to-month,True,Electronic check,89.95,6143.15,1891-FZYSA,3.0,60+
0,Male,1,True,True,64,True,1,Fiber optic,1,0,1,1,1,1,Two year,True,Bank transfer (automatic),111.6,7099.0,1891-QRQSA,3.72,60+
1,Female,1,True,False,20,True,1,Fiber optic,0,0,1,0,1,0,Month-to-month,False,Electronic check,90.8,1951.0,1891-UAWWU,3.03,13-24
1,Female,0,False,False,22,True,0,Fiber optic,0,0,0,0,1,1,Month-to-month,False,Electronic check,89.25,1907.85,1894-IGFSG,2.98,13-24
0,Female,0,False,False,1,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Credit card (automatic),43.95,43.95,1895-QTKDO,1.46,0-6
0,Female,0,True,True,64,True,1,DSL,1,1,1,1,1,1,Two year,True,Mailed check,90.6,5817.45,1897-OKVMW,3.02,60+
0,Female,0,True,True,39,True,1,No,-1,-1,-1,-1,-1,-1,One year,True,Mailed check,24.2,914.6,1897-RCFUM,0.81,37-60
0,Female,0,False,False,39,True,0,DSL,0,1,0,0,1,0,One year,True,Credit card (automatic),58.6,2224.5,1898-JSNDC,1.95,37-60
1,Male,0,False,False,48,True,1,Fiber optic,0,1,1,0,1,1,One year,True,Credit card (automatic),106.1,5082.8,1899-VXWXM,3.54,37-60
1,Male,0,False,True,22,True,0,Fiber optic,0,1,1,0,1,0,Month-to-month,True,Electronic check,89.4,2001.5,1902-XBTFB,2.98,13-24
0,Female,0,True,True,24,True,1,DSL,1,1,1,0,0,0,Two year,False,Electronic check,64.35,1558.65,1904-WAJAA,2.14,13-24
0,Female,0,False,False,1,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.5,19.5,1905-OEILC,0.65,0-6
1,Male,1,False,False,10,True,0,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Electronic check,72.85,688.65,1907-UBQFC,2.43,7-12
0,Male,0,False,False,8,True,0,DSL,1,0,1,0,0,1,Month-to-month,True,Electronic check,66.7,579.0,1907-YLNYW,2.22,7-12
0,Female,0,True,False,36,True,0,Fiber optic,0,0,0,0,0,1,Month-to-month,False,Electronic check,80.4,2937.65,1910-FMXJM,2.68,25-36
1,Female,0,False,False,1,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,False,Electronic check,70.5,70.5,1915-IOFGU,2.35,0-6
0,Female,0,False,True,16,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Bank transfer (automatic),19.3,360.35,1915-OAKWD,0.64,13-24
1,Female,0,False,False,13,True,0,Fiber optic,0,1,1,0,0,0,Month-to-month,True,Electronic check,79.25,1111.65,1918-ZBFQJ,2.64,13-24
0,Male,0,True,True,7,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,44.75,333.65,1919-RTPQD,1.49,7-12
0,Female,0,False,False,41,True,1,DSL,0,0,1,1,0,1,One year,True,Electronic check,68.6,2877.05,1921-KYSAY,2.29,37-60
0,Female,0,False,False,5,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Credit card (automatic),20.55,96.1,1925-GMVBW,0.68,0-6
0,Male,1,False,False,55,False,-1,DSL,0,0,1,0,1,1,One year,True,Bank transfer (automatic),50.05,2743.45,1925-LFCZZ,1.67,37-60
1,Female,0,True,False,7,True,1,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Electronic check,86.5,582.5,1925-TIBLE,2.88,7-12
0,Female,0,True,False,72,True,1,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),25.25,1841.2,1926-QUZNN,0.84,60+
0,Female,0,True,False,72,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Credit card (automatic),20.5,1502.25,1927-QEWMY,0.68,60+
0,Male,0,False,False,1,True,1,DSL,1,1,0,0,0,0,Month-to-month,False,Electronic check,61.15,61.15,1928-BXYIV,2.04,0-6
0,Male,0,True,True,47,False,-1,DSL,1,0,1,1,0,0,One year,False,Electronic check,40.3,1794.8,1929-ZCBHE,1.34,37-60
0,Male,0,False,False,21,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Mailed check,20.35,422.7,1930-BZLHI,0.68,13-24
0,Male,0,True,True,68,True,0,Fiber optic,1,1,0,1,0,1,Two year,False,Bank transfer (automatic),95.1,6683.4,1930-QPBVZ,3.17,60+
0,Male,0,True,True,58,True,0,Fiber optic,0,1,0,0,1,1,Month-to-month,True,Electronic check,92.85,5305.05,1930-WNXSB,3.1,37-60
0,Male,1,True,False,33,True,1,Fiber optic,0,1,0,0,1,1,Month-to-month,True,Bank transfer (automatic),100.6,3270.25,1932-UEDCX,3.35,25-36
0,Male,0,True,True,33,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Credit card (automatic),20.1,620.55,1934-MKPXS,0.67,25-36
1,Male,0,False,False,1,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.15,20.15,1934-SJVJK,0.67,0-6
0,Male,0,True,False,56,True,0,Fiber optic,0,0,0,0,1,1,Month-to-month,False,Mailed check,89.7,4952.95,1935-IMVBB,2.99,37-60
0,Male,0,True,False,49,False,-1,DSL,0,1,0,0,1,1,Two year,False,Credit card (automatic),49.65,2409.9,1936-CZAKF,1.66,37-60
0,Female,0,False,False,68,True,1,Fiber optic,1,1,0,1,1,1,Two year,False,Credit card (automatic),110.25,7279.35,1936-UAFEH,3.68,60+
0,Female,0,True,False,72,True,1,Fiber optic,1,0,1,1,1,0,Two year,True,Bank transfer (automatic),98.2,7015.9,1937-OTUKY,3.27,60+
0,Male,0,True,True,1,True,0,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,90.1,90.1,1941-HOSAM,3.0,0-6
0,Male,0,False,False,1,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,44.0,44.0,1942-OQFRW,1.47,0-6
0,Female,0,True,False,67,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,19.65,1335.2,1945-XISKS,0.65,60+
0,Female,0,True,False,45,True,1,Fiber optic,1,1,1,1,1,1,One year,False,Mailed check,113.3,5032.25,1950-KSVVJ,3.78,37-60
0,Male,0,True,True,72,True,1,DSL,1,1,1,1,1,1,Two year,True,Credit card (automatic),90.6,6441.85,1951-IEYXM,3.02,60+
0,Female,0,True,False,10,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Mailed check,20.1,184.4,1952-DVVSW,0.67,7-12
0,Male,0,False,False,59,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),20.2,1192.3,1955-IBMMB,0.67,37-60
0,Male,0,True,True,22,True,0,Fiber optic,0,1,1,0,1,1,One year,True,Mailed check,100.05,2090.25,1956-YIFGE,3.34,13-24
0,Male,0,True,False,30,True,1,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,49.9,1441.95,1958-RNRKS,1.66,25-36
0,Male,0,True,True,52,True,0,DSL,1,1,1,0,1,1,Two year,False,Electronic check,79.2,4016.3,1960-UOTYM,2.64,37-60
0,Male,0,False,False,10,True,1,Fiber optic,0,1,1,0,0,1,Month-to-month,True,Electronic check,95.25,1021.55,1960-UYCNN,3.18,7-12
1,Male,0,False,False,1,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,45.3,45.3,1963-SVUCV,1.51,0-6
1,Female,0,False,False,1,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.4,20.4,1963-VAUKV,0.68,0-6
0,Male,0,False,False,20,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Mailed check,19.7,415.9,1964-SVLEA,0.66,13-24
1,Female,1,False,False,14,True,1,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Electronic check,78.95,1101.85,1965-AKTSX,2.63,13-24
1,Male,0,False,False,16,True,1,Fiber optic,0,0,0,1,0,1,Month-to-month,True,Credit card (automatic),89.05,1448.6,1965-DDBWU,2.97,13-24
0,Female,0,False,False,35,True,1,No,-1,-1,-1,-1,-1,-1,Two year,False,Bank transfer (automatic),23.3,797.1,1970-KKFWL,0.78,25-36
0,Female,0,True,False,72,True,1,DSL,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),90.95,6468.6,1971-DTCZB,3.03,60+
,Female,0,True,False,40,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,19.1,780.1,1972-RSMOV,0.64,37-60
0,Female,0,True,False,65,True,0,DSL,0,0,0,1,1,0,Two year,True,Credit card (automatic),59.8,3808.2,1972-XMUWV,1.99,60+
,Female,0,True,False,45,True,1,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,25.5,1121.05,1975-FCJTE,0.85,37-60
0,Male,0,True,False,7,False,-1,DSL,1,1,0,0,0,0,Month-to-month,False,Mailed check,34.2,256.6,1976-AZZPJ,1.14,7-12
1,Female,1,True,False,1,True,0,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,46.0,46.0,1976-CFOCS,1.53,0-6
1,Female,1,False,False,1,True,0,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Electronic check,73.0,73.0,1977-STDKI,2.43,0-6
1,Female,1,False,False,3,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Credit card (automatic),75.05,256.25,1980-KXVPM,2.5,0-6
1,Female,0,False,False,2,True,0,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Electronic check,79.75,164.5,1981-INRFU,2.66,0-6
0,Female,0,True,True,23,True,1,No,-1,-1,-1,-1,-1,-1,Two year,True,Credit card (automatic),25.6,514.75,1982-FEBTD,0.85,13-24
1,Female,0,True,False,70,True,1,Fiber optic,0,1,1,1,1,1,One year,True,Electronic check,109.5,7674.55,1984-FCOWB,3.65,60+
0,Female,0,False,False,29,True,1,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Electronic check,25.15,702.0,1984-GPTEH,0.84,25-36
0,Female,0,False,False,43,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),19.65,779.25,1985-MBRYP,0.65,37-60
0,Male,1,False,False,18,True,1,DSL,1,1,0,0,0,0,Month-to-month,True,Credit card (automatic),58.4,964.9,1986-PHGZF,1.95,13-24
0,Female,0,True,False,71,True,1,No,-1,-1,-1,-1,-1,-1,Two year,False,Credit card (automatic),25.05,1873.7,1987-AUELQ,0.84,60+
1,Male,1,True,False,27,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,75.5,1893.95,1989-PRJHP,2.52,25-36
0,Female,0,False,False,9,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.05,157.65,1991-VOPLL,0.64,7-12
0,Female,1,True,False,48,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Bank transfer (automatic),70.65,3545.05,1996-DBMUS,2.36,37-60
0,Female,0,False,False,27,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Mailed check,19.15,501.35,1998-VHJHK,0.64,25-36
0,Female,1,True,False,70,True,1,DSL,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),92.2,6474.45,2000-DHJUY,3.07,60+
0,Female,0,False,False,58,True,1,Fiber optic,1,1,1,0,1,1,One year,True,Electronic check,107.75,6332.75,2000-MPKCA,3.59,37-60
0,Female,0,False,False,60,True,1,Fiber optic,0,1,1,0,1,1,Two year,False,Electronic check,104.7,6333.8,2001-EWBQU,3.49,37-60
0,Male,0,False,False,46,True,1,Fiber optic,0,1,1,1,1,1,Two year,False,Electronic check,108.65,4903.2,2001-MCUUW,3.62,37-60
1,Female,0,False,False,1,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.5,20.5,2002-MZHWP,0.68,0-6
1,Male,0,False,False,66,True,0,Fiber optic,0,1,1,0,1,1,Month-to-month,False,Electronic check,99.5,6710.5,2003-CKLOR,3.32,60+
1,Female,0,False,False,1,True,0,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,81.95,81.95,2004-OCQXK,2.73,0-6
0,Female,0,True,True,8,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,19.05,201.7,2005-DWQZJ,0.64,7-12
0,Female,0,True,True,68,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),19.35,1292.65,2007-QVGAW,0.64,60+
1,Male,0,False,False,18,False,-1,DSL,0,1,1,0,0,0,Month-to-month,True,Credit card (automatic),33.5,600.0,2011-TRQYE,1.12,13-24
1,Female,1,True,False,11,True,1,Fiber optic,0,0,1,0,1,1,Month-to-month,True,Electronic check,99.55,1131.2,2012-NWRPA,3.32,7-12
1,Female,0,False,False,1,True,0,Fiber optic,0,1,0,0,1,0,Month-to-month,False,Electronic check,84.3,84.3,2013-SGDXK,2.81,0-6
0,Female,0,False,False,46,True,1,Fiber optic,0,0,1,0,1,1,One year,True,Electronic check,101.1,4674.4,2014-MKGMH,3.37,37-60
0,Female,0,False,False,8,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,20.0,141.6,2017-CCBLH,0.67,7-12
0,Male,0,True,True,9,True,0,Fiber optic,0,0,1,1,1,1,Month-to-month,False,Electronic check,103.1,970.45,2018-PZKMU,3.44,7-12
0,Male,0,True,True,1,True,0,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,81.05,81.05,2018-QKYGT,2.7,0-6
0,Male,0,True,False,63,True,1,Fiber optic,0,0,1,0,1,1,Two year,False,Electronic check,102.6,6296.75,2019-HDCZY,3.42,60+
0,Male,0,False,False,18,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Electronic check,19.0,348.8,2023-VQFDL,0.63,13-24
1,Female,0,False,False,1,True,0,Fiber optic,0,0,1,0,0,0,Month-to-month,True,Mailed check,74.6,74.6,2024-BASKD,2.49,0-6
1,Male,0,False,False,13,True,1,Fiber optic,0,0,0,1,1,1,Month-to-month,True,Mailed check,99.0,1301.7,2025-JKFWI,3.3,13-24
1,Female,0,False,False,7,True,0,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,79.3,523.15,2026-TGDHM,2.64,7-12
0,Male,0,True,True,18,True,0,Fiber optic,0,0,0,1,0,1,Month-to-month,True,Electronic check,85.6,1601.5,2027-CWDNU,2.85,13-24
0,Male,0,True,True,37,True,0,DSL,1,0,1,1,0,0,One year,True,Mailed check,58.75,2203.1,2027-DNKIV,1.96,37-60
1,Male,0,False,False,12,True,1,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Electronic check,106.7,1253.9,2027-FECZV,3.56,7-12
1,Female,0,False,False,43,False,-1,DSL,0,0,1,0,1,1,Month-to-month,True,Bank transfer (automatic),49.05,2076.2,2027-OAQQC,1.64,37-60
0,Female,0,True,False,63,True,1,Fiber optic,0,1,1,1,1,1,Month-to-month,True,Electronic check,108.75,6871.7,2027-WKXMW,3.62,60+
0,Male,0,True,True,6,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Credit card (automatic),20.4,107.6,2030-BTZRO,0.68,0-6
1,Male,1,False,False,24,True,1,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Credit card (automatic),102.95,2496.7,2034-CGRHZ,3.43,13-24
1,Female,0,False,False,2,True,0,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,90.4,168.2,2034-GDRCN,3.01,0-6
1,Male,0,True,True,38,True,1,Fiber optic,0,1,1,0,1,0,Month-to-month,True,Electronic check,94.65,3624.3,2037-SGXHH,3.16,37-60
1,Male,0,True,False,33,True,0,Fiber optic,0,0,1,0,1,1,One year,True,Electronic check,95.8,3036.75,2037-XJFUP,3.19,25-36
0,Female,0,False,False,48,True,1,Fiber optic,0,0,1,1,1,1,Month-to-month,True,Electronic check,103.85,4946.05,2038-LLMLM,3.46,37-60
0,Male,0,False,False,4,True,0,Fiber optic,0,0,1,0,0,1,Month-to-month,False,Electronic check,86.05,308.1,2038-OEQZH,2.87,0-6
